clip_id,voice_id,sentence_id,noise_type,snr_db,path,reference_raw,prediction_raw,reference_norm,prediction_norm,wer,cer
voice_09_s003_traffic_0db,voice_09,s003,traffic,0,data\noisy_wav\voice_09_s003_traffic_0db.wav,The orange jacket was hanging near the stairs.,The orange jacket was hanging near the stairs.,the orange jacket was hanging near the stairs,the orange jacket was hanging near the stairs,0.0,0.0
voice_09_s003_traffic_-5db,voice_09,s003,traffic,-5,data\noisy_wav\voice_09_s003_traffic_-5db.wav,The orange jacket was hanging near the stairs.,The orange jacket was hanging near the stairs.,the orange jacket was hanging near the stairs,the orange jacket was hanging near the stairs,0.0,0.0
voice_09_s003_traffic_-10db,voice_09,s003,traffic,-10,data\noisy_wav\voice_09_s003_traffic_-10db.wav,The orange jacket was hanging near the stairs.,The orange jacket was hacking me the stairs.,the orange jacket was hanging near the stairs,the orange jacket was hacking me the stairs,0.25,0.1111111111111111
voice_09_s003_fan_20db,voice_09,s003,fan,20,data\noisy_wav\voice_09_s003_fan_20db.wav,The orange jacket was hanging near the stairs.,The orange jacket was hanging near the stairs.,the orange jacket was hanging near the stairs,the orange jacket was hanging near the stairs,0.0,0.0
voice_09_s003_fan_10db,voice_09,s003,fan,10,data\noisy_wav\voice_09_s003_fan_10db.wav,The orange jacket was hanging near the stairs.,The orange jacket was hanging near the stairs.,the orange jacket was hanging near the stairs,the orange jacket was hanging near the stairs,0.0,0.0
voice_09_s003_fan_5db,voice_09,s003,fan,5,data\noisy_wav\voice_09_s003_fan_5db.wav,The orange jacket was hanging near the stairs.,The orange jacket was hanging near the stairs.,the orange jacket was hanging near the stairs,the orange jacket was hanging near the stairs,0.0,0.0
voice_09_s003_fan_0db,voice_09,s003,fan,0,data\noisy_wav\voice_09_s003_fan_0db.wav,The orange jacket was hanging near the stairs.,The orange jacket was hanging near the stairs.,the orange jacket was hanging near the stairs,the orange jacket was hanging near the stairs,0.0,0.0
voice_09_s003_fan_-5db,voice_09,s003,fan,-5,data\noisy_wav\voice_09_s003_fan_-5db.wav,The orange jacket was hanging near the stairs.,Your inch challenge is thinking nearly stands.,the orange jacket was hanging near the stairs,your inch challenge is thinking nearly stands,1.0,0.6
voice_09_s003_fan_-10db,voice_09,s003,fan,-10,data\noisy_wav\voice_09_s003_fan_-10db.wav,The orange jacket was hanging near the stairs.,GreenEyes,the orange jacket was hanging near the stairs,greeneyes,1.0,0.8444444444444444
voice_09_s004_cafe_20db,voice_09,s004,cafe,20,data\noisy_wav\voice_09_s004_cafe_20db.wav,Please confirm the meeting before Friday.,Please confirm the meeting before Friday.,please confirm the meeting before friday,please confirm the meeting before friday,0.0,0.0
voice_09_s004_cafe_10db,voice_09,s004,cafe,10,data\noisy_wav\voice_09_s004_cafe_10db.wav,Please confirm the meeting before Friday.,Please confirm the meeting before Friday.,please confirm the meeting before friday,please confirm the meeting before friday,0.0,0.0
voice_09_s004_cafe_5db,voice_09,s004,cafe,5,data\noisy_wav\voice_09_s004_cafe_5db.wav,Please confirm the meeting before Friday.,Please confirm the meeting before Friday.,please confirm the meeting before friday,please confirm the meeting before friday,0.0,0.0
voice_09_s004_cafe_0db,voice_09,s004,cafe,0,data\noisy_wav\voice_09_s004_cafe_0db.wav,Please confirm the meeting before Friday.,Please confirm the amazing effort Friday.,please confirm the meeting before friday,please confirm the amazing effort friday,0.3333333333333333,0.175
voice_09_s004_cafe_-5db,voice_09,s004,cafe,-5,data\noisy_wav\voice_09_s004_cafe_-5db.wav,Please confirm the meeting before Friday.,Please confirm your reason for the flight.,please confirm the meeting before friday,please confirm your reason for the flight,0.8333333333333334,0.45
voice_09_s004_cafe_-10db,voice_09,s004,cafe,-10,data\noisy_wav\voice_09_s004_cafe_-10db.wav,Please confirm the meeting before Friday.,Don't require it anymore.,please confirm the meeting before friday,don't require it anymore,1.0,0.775
voice_09_s004_traffic_20db,voice_09,s004,traffic,20,data\noisy_wav\voice_09_s004_traffic_20db.wav,Please confirm the meeting before Friday.,Please confirm the meeting before Friday.,please confirm the meeting before friday,please confirm the meeting before friday,0.0,0.0
voice_09_s004_traffic_10db,voice_09,s004,traffic,10,data\noisy_wav\voice_09_s004_traffic_10db.wav,Please confirm the meeting before Friday.,Please confirm the meeting before Friday.,please confirm the meeting before friday,please confirm the meeting before friday,0.0,0.0
voice_09_s004_traffic_5db,voice_09,s004,traffic,5,data\noisy_wav\voice_09_s004_traffic_5db.wav,Please confirm the meeting before Friday.,Please confirm the meeting before Friday.,please confirm the meeting before friday,please confirm the meeting before friday,0.0,0.0
voice_09_s004_traffic_0db,voice_09,s004,traffic,0,data\noisy_wav\voice_09_s004_traffic_0db.wav,Please confirm the meeting before Friday.,Please confirm the meeting before Friday.,please confirm the meeting before friday,please confirm the meeting before friday,0.0,0.0
voice_09_s004_traffic_-5db,voice_09,s004,traffic,-5,data\noisy_wav\voice_09_s004_traffic_-5db.wav,Please confirm the meeting before Friday.,Please confirm the meeting before Friday.,please confirm the meeting before friday,please confirm the meeting before friday,0.0,0.0
voice_09_s004_traffic_-10db,voice_09,s004,traffic,-10,data\noisy_wav\voice_09_s004_traffic_-10db.wav,Please confirm the meeting before Friday.,at least you found music for so long.,please confirm the meeting before friday,at least you found music for so long,1.3333333333333333,0.725
voice_09_s004_fan_20db,voice_09,s004,fan,20,data\noisy_wav\voice_09_s004_fan_20db.wav,Please confirm the meeting before Friday.,Please confirm the meeting before Friday.,please confirm the meeting before friday,please confirm the meeting before friday,0.0,0.0
voice_09_s004_fan_10db,voice_09,s004,fan,10,data\noisy_wav\voice_09_s004_fan_10db.wav,Please confirm the meeting before Friday.,Please confirm the meeting before Friday.,please confirm the meeting before friday,please confirm the meeting before friday,0.0,0.0
voice_09_s004_fan_5db,voice_09,s004,fan,5,data\noisy_wav\voice_09_s004_fan_5db.wav,Please confirm the meeting before Friday.,Please confirm the meeting before Friday.,please confirm the meeting before friday,please confirm the meeting before friday,0.0,0.0
voice_09_s004_fan_0db,voice_09,s004,fan,0,data\noisy_wav\voice_09_s004_fan_0db.wav,Please confirm the meeting before Friday.,Please confirm the meeting before Friday.,please confirm the meeting before friday,please confirm the meeting before friday,0.0,0.0
voice_09_s004_fan_-5db,voice_09,s004,fan,-5,data\noisy_wav\voice_09_s004_fan_-5db.wav,Please confirm the meeting before Friday.,Please confirm the meeting was all fine.,please confirm the meeting before friday,please confirm the meeting was all fine,0.5,0.275
voice_09_s004_fan_-10db,voice_09,s004,fan,-10,data\noisy_wav\voice_09_s004_fan_-10db.wav,Please confirm the meeting before Friday.,Please defend the底所 from before you anime.,please confirm the meeting before friday,please defend the from before you anime,0.6666666666666666,0.525
voice_09_s005_cafe_20db,voice_09,s005,cafe,20,data\noisy_wav\voice_09_s005_cafe_20db.wav,I heard thunder while walking across campus.,I heard Thunderwell walking across campus.,i heard thunder while walking across campus,i heard thunderwell walking across campus,0.2857142857142857,0.09302325581395349
voice_09_s005_cafe_10db,voice_09,s005,cafe,10,data\noisy_wav\voice_09_s005_cafe_10db.wav,I heard thunder while walking across campus.,I heard Thunderwell walking across campus.,i heard thunder while walking across campus,i heard thunderwell walking across campus,0.2857142857142857,0.09302325581395349
voice_09_s005_cafe_5db,voice_09,s005,cafe,5,data\noisy_wav\voice_09_s005_cafe_5db.wav,I heard thunder while walking across campus.,I had done the while walking across campus.,i heard thunder while walking across campus,i had done the while walking across campus,0.42857142857142855,0.23255813953488372
voice_09_s005_cafe_0db,voice_09,s005,cafe,0,data\noisy_wav\voice_09_s005_cafe_0db.wav,I heard thunder while walking across campus.,I had done the while walking past your house.,i heard thunder while walking across campus,i had done the while walking past your house,0.8571428571428571,0.5116279069767442
voice_09_s005_cafe_-5db,voice_09,s005,cafe,-5,data\noisy_wav\voice_09_s005_cafe_-5db.wav,I heard thunder while walking across campus.,We had done the one look at this.,i heard thunder while walking across campus,we had done the one look at this,1.1428571428571428,0.6744186046511628
voice_09_s005_cafe_-10db,voice_09,s005,cafe,-10,data\noisy_wav\voice_09_s005_cafe_-10db.wav,I heard thunder while walking across campus.,she'll cross the Då Stay Fat just so.,i heard thunder while walking across campus,she'll cross the d stay fat just so,1.1428571428571428,0.7906976744186046
voice_09_s005_traffic_20db,voice_09,s005,traffic,20,data\noisy_wav\voice_09_s005_traffic_20db.wav,I heard thunder while walking across campus.,I heard Thunderwell walking across campus.,i heard thunder while walking across campus,i heard thunderwell walking across campus,0.2857142857142857,0.09302325581395349
voice_09_s005_traffic_10db,voice_09,s005,traffic,10,data\noisy_wav\voice_09_s005_traffic_10db.wav,I heard thunder while walking across campus.,I heard thunder while walking across campus.,i heard thunder while walking across campus,i heard thunder while walking across campus,0.0,0.0
voice_09_s005_traffic_5db,voice_09,s005,traffic,5,data\noisy_wav\voice_09_s005_traffic_5db.wav,I heard thunder while walking across campus.,I had done the while walking across campus.,i heard thunder while walking across campus,i had done the while walking across campus,0.42857142857142855,0.23255813953488372
voice_09_s005_traffic_0db,voice_09,s005,traffic,0,data\noisy_wav\voice_09_s005_traffic_0db.wav,I heard thunder while walking across campus.,I heard thunder while walking across campus.,i heard thunder while walking across campus,i heard thunder while walking across campus,0.0,0.0
voice_09_s005_traffic_-5db,voice_09,s005,traffic,-5,data\noisy_wav\voice_09_s005_traffic_-5db.wav,I heard thunder while walking across campus.,I heard thunder while walking across campus.,i heard thunder while walking across campus,i heard thunder while walking across campus,0.0,0.0
voice_09_s005_traffic_-10db,voice_09,s005,traffic,-10,data\noisy_wav\voice_09_s005_traffic_-10db.wav,I heard thunder while walking across campus.,I heard thunder while walking across campus.,i heard thunder while walking across campus,i heard thunder while walking across campus,0.0,0.0
voice_09_s005_fan_20db,voice_09,s005,fan,20,data\noisy_wav\voice_09_s005_fan_20db.wav,I heard thunder while walking across campus.,I heard Thunderwell walking across campus.,i heard thunder while walking across campus,i heard thunderwell walking across campus,0.2857142857142857,0.09302325581395349
voice_09_s005_fan_10db,voice_09,s005,fan,10,data\noisy_wav\voice_09_s005_fan_10db.wav,I heard thunder while walking across campus.,I heard thunder while walking across campus.,i heard thunder while walking across campus,i heard thunder while walking across campus,0.0,0.0
voice_09_s005_fan_5db,voice_09,s005,fan,5,data\noisy_wav\voice_09_s005_fan_5db.wav,I heard thunder while walking across campus.,I heard thunder while walking across campus.,i heard thunder while walking across campus,i heard thunder while walking across campus,0.0,0.0
voice_09_s005_fan_0db,voice_09,s005,fan,0,data\noisy_wav\voice_09_s005_fan_0db.wav,I heard thunder while walking across campus.,I had done the while walking across campus.,i heard thunder while walking across campus,i had done the while walking across campus,0.42857142857142855,0.23255813953488372
voice_09_s005_fan_-5db,voice_09,s005,fan,-5,data\noisy_wav\voice_09_s005_fan_-5db.wav,I heard thunder while walking across campus.,to help the researchers for education in the region.,i heard thunder while walking across campus,to help the researchers for education in the region,1.2857142857142858,0.9069767441860465
voice_09_s005_fan_-10db,voice_09,s005,fan,-10,data\noisy_wav\voice_09_s005_fan_-10db.wav,I heard thunder while walking across campus.,We�ild posed in shorter cases.,i heard thunder while walking across campus,we ild posed in shorter cases,1.0,0.7209302325581395
voice_09_s006_cafe_20db,voice_09,s006,cafe,20,data\noisy_wav\voice_09_s006_cafe_20db.wav,The train stopped suddenly near the station.,the train stops suddenly near the station.,the train stopped suddenly near the station,the train stops suddenly near the station,0.14285714285714285,0.06976744186046512
voice_09_s006_cafe_10db,voice_09,s006,cafe,10,data\noisy_wav\voice_09_s006_cafe_10db.wav,The train stopped suddenly near the station.,the train stops suddenly near the station.,the train stopped suddenly near the station,the train stops suddenly near the station,0.14285714285714285,0.06976744186046512
voice_09_s006_cafe_5db,voice_09,s006,cafe,5,data\noisy_wav\voice_09_s006_cafe_5db.wav,The train stopped suddenly near the station.,The train stops suddenly at the station.,the train stopped suddenly near the station,the train stops suddenly at the station,0.2857142857142857,0.13953488372093023
voice_09_s006_cafe_0db,voice_09,s006,cafe,0,data\noisy_wav\voice_09_s006_cafe_0db.wav,The train stopped suddenly near the station.,The train stops on the main station.,the train stopped suddenly near the station,the train stops on the main station,0.5714285714285714,0.4186046511627907
voice_09_s006_cafe_-5db,voice_09,s006,cafe,-5,data\noisy_wav\voice_09_s006_cafe_-5db.wav,The train stopped suddenly near the station.,I'm trying to stop someone else from coming.,the train stopped suddenly near the station,i'm trying to stop someone else from coming,1.1428571428571428,0.7209302325581395
voice_09_s006_cafe_-10db,voice_09,s006,cafe,-10,data\noisy_wav\voice_09_s006_cafe_-10db.wav,The train stopped suddenly near the station.,I'm trying to stop this all really fast.,the train stopped suddenly near the station,i'm trying to stop this all really fast,1.1428571428571428,0.6976744186046512
voice_09_s006_traffic_20db,voice_09,s006,traffic,20,data\noisy_wav\voice_09_s006_traffic_20db.wav,The train stopped suddenly near the station.,The train stops suddenly near the station.,the train stopped suddenly near the station,the train stops suddenly near the station,0.14285714285714285,0.06976744186046512
voice_09_s006_traffic_10db,voice_09,s006,traffic,10,data\noisy_wav\voice_09_s006_traffic_10db.wav,The train stopped suddenly near the station.,the train stops suddenly near the station.,the train stopped suddenly near the station,the train stops suddenly near the station,0.14285714285714285,0.06976744186046512
voice_09_s006_traffic_5db,voice_09,s006,traffic,5,data\noisy_wav\voice_09_s006_traffic_5db.wav,The train stopped suddenly near the station.,the train stops suddenly near the station.,the train stopped suddenly near the station,the train stops suddenly near the station,0.14285714285714285,0.06976744186046512
voice_09_s006_traffic_0db,voice_09,s006,traffic,0,data\noisy_wav\voice_09_s006_traffic_0db.wav,The train stopped suddenly near the station.,the train stopped suddenly in the station.,the train stopped suddenly near the station,the train stopped suddenly in the station,0.14285714285714285,0.09302325581395349
voice_09_s006_traffic_-5db,voice_09,s006,traffic,-5,data\noisy_wav\voice_09_s006_traffic_-5db.wav,The train stopped suddenly near the station.,the train stops at the Union Station.,the train stopped suddenly near the station,the train stops at the union station,0.5714285714285714,0.4418604651162791
voice_09_s006_traffic_-10db,voice_09,s006,traffic,-10,data\noisy_wav\voice_09_s006_traffic_-10db.wav,The train stopped suddenly near the station.,the train stops suddenly at the station.,the train stopped suddenly near the station,the train stops suddenly at the station,0.2857142857142857,0.13953488372093023
voice_09_s006_fan_20db,voice_09,s006,fan,20,data\noisy_wav\voice_09_s006_fan_20db.wav,The train stopped suddenly near the station.,the train stops suddenly near the station.,the train stopped suddenly near the station,the train stops suddenly near the station,0.14285714285714285,0.06976744186046512
voice_09_s006_fan_10db,voice_09,s006,fan,10,data\noisy_wav\voice_09_s006_fan_10db.wav,The train stopped suddenly near the station.,the train stops suddenly near the station.,the train stopped suddenly near the station,the train stops suddenly near the station,0.14285714285714285,0.06976744186046512
voice_09_s006_fan_5db,voice_09,s006,fan,5,data\noisy_wav\voice_09_s006_fan_5db.wav,The train stopped suddenly near the station.,The train stops suddenly near the station.,the train stopped suddenly near the station,the train stops suddenly near the station,0.14285714285714285,0.06976744186046512
voice_09_s006_fan_0db,voice_09,s006,fan,0,data\noisy_wav\voice_09_s006_fan_0db.wav,The train stopped suddenly near the station.,the train stopped suddenly near the station.,the train stopped suddenly near the station,the train stopped suddenly near the station,0.0,0.0
voice_09_s006_fan_-5db,voice_09,s006,fan,-5,data\noisy_wav\voice_09_s006_fan_-5db.wav,The train stopped suddenly near the station.,train stops up in the station.,the train stopped suddenly near the station,train stops up in the station,0.5714285714285714,0.4186046511627907
voice_09_s006_fan_-10db,voice_09,s006,fan,-10,data\noisy_wav\voice_09_s006_fan_-10db.wav,The train stopped suddenly near the station.,the trade stops at the end of the stage.,the train stopped suddenly near the station,the trade stops at the end of the stage,1.0,0.46511627906976744
voice_09_s007_cafe_20db,voice_09,s007,cafe,20,data\noisy_wav\voice_09_s007_cafe_20db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_09_s007_cafe_10db,voice_09,s007,cafe,10,data\noisy_wav\voice_09_s007_cafe_10db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_09_s007_cafe_5db,voice_09,s007,cafe,5,data\noisy_wav\voice_09_s007_cafe_5db.wav,He placed the coffee mug beside the window.,Place the coffee mug beside the window.,he placed the coffee mug beside the window,place the coffee mug beside the window,0.25,0.09523809523809523
voice_09_s007_cafe_0db,voice_09,s007,cafe,0,data\noisy_wav\voice_09_s007_cafe_0db.wav,He placed the coffee mug beside the window.,You can place the coffee mug beside the window.,he placed the coffee mug beside the window,you can place the coffee mug beside the window,0.375,0.19047619047619047
voice_09_s007_cafe_-5db,voice_09,s007,cafe,-5,data\noisy_wav\voice_09_s007_cafe_-5db.wav,He placed the coffee mug beside the window.,I placed a coffee in my hand side to do that.,he placed the coffee mug beside the window,i placed a coffee in my hand side to do that,1.125,0.5714285714285714
voice_09_s007_cafe_-10db,voice_09,s007,cafe,-10,data\noisy_wav\voice_09_s007_cafe_-10db.wav,He placed the coffee mug beside the window.,replace thetheless,he placed the coffee mug beside the window,replace thetheless,1.0,0.6904761904761905
voice_09_s007_traffic_20db,voice_09,s007,traffic,20,data\noisy_wav\voice_09_s007_traffic_20db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_09_s007_traffic_10db,voice_09,s007,traffic,10,data\noisy_wav\voice_09_s007_traffic_10db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_09_s007_traffic_5db,voice_09,s007,traffic,5,data\noisy_wav\voice_09_s007_traffic_5db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_09_s007_traffic_0db,voice_09,s007,traffic,0,data\noisy_wav\voice_09_s007_traffic_0db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_09_s007_traffic_-5db,voice_09,s007,traffic,-5,data\noisy_wav\voice_09_s007_traffic_-5db.wav,He placed the coffee mug beside the window.,he placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_09_s007_traffic_-10db,voice_09,s007,traffic,-10,data\noisy_wav\voice_09_s007_traffic_-10db.wav,He placed the coffee mug beside the window.,Place the coffee mouth beside the window.,he placed the coffee mug beside the window,place the coffee mouth beside the window,0.375,0.16666666666666666
voice_09_s007_fan_20db,voice_09,s007,fan,20,data\noisy_wav\voice_09_s007_fan_20db.wav,He placed the coffee mug beside the window.,he placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_09_s007_fan_10db,voice_09,s007,fan,10,data\noisy_wav\voice_09_s007_fan_10db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_09_s007_fan_5db,voice_09,s007,fan,5,data\noisy_wav\voice_09_s007_fan_5db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_09_s007_fan_0db,voice_09,s007,fan,0,data\noisy_wav\voice_09_s007_fan_0db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_09_s007_fan_-5db,voice_09,s007,fan,-5,data\noisy_wav\voice_09_s007_fan_-5db.wav,He placed the coffee mug beside the window.,Place the coffee mug beside the window.,he placed the coffee mug beside the window,place the coffee mug beside the window,0.25,0.09523809523809523
voice_09_s007_fan_-10db,voice_09,s007,fan,-10,data\noisy_wav\voice_09_s007_fan_-10db.wav,He placed the coffee mug beside the window.,that plays the basic role.,he placed the coffee mug beside the window,that plays the basic role,0.875,0.7142857142857143
voice_09_s008_cafe_20db,voice_09,s008,cafe,20,data\noisy_wav\voice_09_s008_cafe_20db.wav,The camera battery died during the concert.,the camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_09_s008_cafe_10db,voice_09,s008,cafe,10,data\noisy_wav\voice_09_s008_cafe_10db.wav,The camera battery died during the concert.,the camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_09_s008_cafe_5db,voice_09,s008,cafe,5,data\noisy_wav\voice_09_s008_cafe_5db.wav,The camera battery died during the concert.,The camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_09_s008_cafe_0db,voice_09,s008,cafe,0,data\noisy_wav\voice_09_s008_cafe_0db.wav,The camera battery died during the concert.,camera battery died during the concert.,the camera battery died during the concert,camera battery died during the concert,0.14285714285714285,0.09523809523809523
voice_09_s008_cafe_-5db,voice_09,s008,cafe,-5,data\noisy_wav\voice_09_s008_cafe_-5db.wav,The camera battery died during the concert.,camera baggy diet during the concert.,the camera battery died during the concert,camera baggy diet during the concert,0.42857142857142855,0.21428571428571427
voice_09_s008_cafe_-10db,voice_09,s008,cafe,-10,data\noisy_wav\voice_09_s008_cafe_-10db.wav,The camera battery died during the concert.,Like I said before,the camera battery died during the concert,like i said before,1.0,0.7857142857142857
voice_09_s008_traffic_20db,voice_09,s008,traffic,20,data\noisy_wav\voice_09_s008_traffic_20db.wav,The camera battery died during the concert.,the camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_09_s008_traffic_10db,voice_09,s008,traffic,10,data\noisy_wav\voice_09_s008_traffic_10db.wav,The camera battery died during the concert.,the camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_09_s008_traffic_5db,voice_09,s008,traffic,5,data\noisy_wav\voice_09_s008_traffic_5db.wav,The camera battery died during the concert.,the camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_09_s008_traffic_0db,voice_09,s008,traffic,0,data\noisy_wav\voice_09_s008_traffic_0db.wav,The camera battery died during the concert.,Camera battery died during the concert.,the camera battery died during the concert,camera battery died during the concert,0.14285714285714285,0.09523809523809523
voice_09_s008_traffic_-5db,voice_09,s008,traffic,-5,data\noisy_wav\voice_09_s008_traffic_-5db.wav,The camera battery died during the concert.,camera battery died during the concert.,the camera battery died during the concert,camera battery died during the concert,0.14285714285714285,0.09523809523809523
voice_09_s008_traffic_-10db,voice_09,s008,traffic,-10,data\noisy_wav\voice_09_s008_traffic_-10db.wav,The camera battery died during the concert.,Camera back and die during the concert.,the camera battery died during the concert,camera back and die during the concert,0.5714285714285714,0.2619047619047619
voice_09_s008_fan_20db,voice_09,s008,fan,20,data\noisy_wav\voice_09_s008_fan_20db.wav,The camera battery died during the concert.,the camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_09_s008_fan_10db,voice_09,s008,fan,10,data\noisy_wav\voice_09_s008_fan_10db.wav,The camera battery died during the concert.,the camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_09_s008_fan_5db,voice_09,s008,fan,5,data\noisy_wav\voice_09_s008_fan_5db.wav,The camera battery died during the concert.,the camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_09_s008_fan_0db,voice_09,s008,fan,0,data\noisy_wav\voice_09_s008_fan_0db.wav,The camera battery died during the concert.,The camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_09_s008_fan_-5db,voice_09,s008,fan,-5,data\noisy_wav\voice_09_s008_fan_-5db.wav,The camera battery died during the concert.,camera battery died during the concert.,the camera battery died during the concert,camera battery died during the concert,0.14285714285714285,0.09523809523809523
voice_09_s008_fan_-10db,voice_09,s008,fan,-10,data\noisy_wav\voice_09_s008_fan_-10db.wav,The camera battery died during the concert.,And to make a kind of journey dance happens.,the camera battery died during the concert,and to make a kind of journey dance happens,1.2857142857142858,0.8095238095238095
voice_09_s009_cafe_20db,voice_09,s009,cafe,20,data\noisy_wav\voice_09_s009_cafe_20db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_09_s009_cafe_10db,voice_09,s009,cafe,10,data\noisy_wav\voice_09_s009_cafe_10db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_09_s009_cafe_5db,voice_09,s009,cafe,5,data\noisy_wav\voice_09_s009_cafe_5db.wav,We ordered soup and bread for lunch.,We ordered soup and grape for lunch.,we ordered soup and bread for lunch,we ordered soup and grape for lunch,0.14285714285714285,0.11428571428571428
voice_09_s009_cafe_0db,voice_09,s009,cafe,0,data\noisy_wav\voice_09_s009_cafe_0db.wav,We ordered soup and bread for lunch.,Lord it's super dreadful.,we ordered soup and bread for lunch,lord it's super dreadful,1.0,0.6285714285714286
voice_09_s009_cafe_-5db,voice_09,s009,cafe,-5,data\noisy_wav\voice_09_s009_cafe_-5db.wav,We ordered soup and bread for lunch.,I don't think I'm right.,we ordered soup and bread for lunch,i don't think i'm right,1.0,0.8
voice_09_s009_cafe_-10db,voice_09,s009,cafe,-10,data\noisy_wav\voice_09_s009_cafe_-10db.wav,We ordered soup and bread for lunch.,"I don't know if it's true or not, I guess.",we ordered soup and bread for lunch,i don't know if it's true or not i guess,1.4285714285714286,0.8857142857142857
voice_09_s009_traffic_20db,voice_09,s009,traffic,20,data\noisy_wav\voice_09_s009_traffic_20db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_09_s009_traffic_10db,voice_09,s009,traffic,10,data\noisy_wav\voice_09_s009_traffic_10db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_09_s009_traffic_5db,voice_09,s009,traffic,5,data\noisy_wav\voice_09_s009_traffic_5db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_09_s009_traffic_0db,voice_09,s009,traffic,0,data\noisy_wav\voice_09_s009_traffic_0db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_09_s009_traffic_-5db,voice_09,s009,traffic,-5,data\noisy_wav\voice_09_s009_traffic_-5db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_09_s009_traffic_-10db,voice_09,s009,traffic,-10,data\noisy_wav\voice_09_s009_traffic_-10db.wav,We ordered soup and bread for lunch.,Just curious how manybit,we ordered soup and bread for lunch,just curious how manybit,1.0,0.8285714285714286
voice_09_s009_fan_20db,voice_09,s009,fan,20,data\noisy_wav\voice_09_s009_fan_20db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_09_s009_fan_10db,voice_09,s009,fan,10,data\noisy_wav\voice_09_s009_fan_10db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_09_s009_fan_5db,voice_09,s009,fan,5,data\noisy_wav\voice_09_s009_fan_5db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
