clip_id,voice_id,sentence_id,transcript,audio_type,noise_type,snr_db,noise_start_sample,path
voice_10_s015_traffic_0db,voice_10,s015,He carried the boxes into the garage.,noisy,traffic,0,7833018,data\noisy_wav\voice_10_s015_traffic_0db.wav
voice_10_s015_traffic_-5db,voice_10,s015,He carried the boxes into the garage.,noisy,traffic,-5,6892906,data\noisy_wav\voice_10_s015_traffic_-5db.wav
voice_10_s015_traffic_-10db,voice_10,s015,He carried the boxes into the garage.,noisy,traffic,-10,7500506,data\noisy_wav\voice_10_s015_traffic_-10db.wav
voice_10_s015_fan_20db,voice_10,s015,He carried the boxes into the garage.,noisy,fan,20,667782,data\noisy_wav\voice_10_s015_fan_20db.wav
voice_10_s015_fan_10db,voice_10,s015,He carried the boxes into the garage.,noisy,fan,10,774205,data\noisy_wav\voice_10_s015_fan_10db.wav
voice_10_s015_fan_5db,voice_10,s015,He carried the boxes into the garage.,noisy,fan,5,287096,data\noisy_wav\voice_10_s015_fan_5db.wav
voice_10_s015_fan_0db,voice_10,s015,He carried the boxes into the garage.,noisy,fan,0,159338,data\noisy_wav\voice_10_s015_fan_0db.wav
voice_10_s015_fan_-5db,voice_10,s015,He carried the boxes into the garage.,noisy,fan,-5,816953,data\noisy_wav\voice_10_s015_fan_-5db.wav
voice_10_s015_fan_-10db,voice_10,s015,He carried the boxes into the garage.,noisy,fan,-10,197062,data\noisy_wav\voice_10_s015_fan_-10db.wav
voice_10_s016_cafe_20db,voice_10,s016,The movie started ten minutes after sunset.,noisy,cafe,20,27989,data\noisy_wav\voice_10_s016_cafe_20db.wav
voice_10_s016_cafe_10db,voice_10,s016,The movie started ten minutes after sunset.,noisy,cafe,10,34483,data\noisy_wav\voice_10_s016_cafe_10db.wav
voice_10_s016_cafe_5db,voice_10,s016,The movie started ten minutes after sunset.,noisy,cafe,5,48430,data\noisy_wav\voice_10_s016_cafe_5db.wav
voice_10_s016_cafe_0db,voice_10,s016,The movie started ten minutes after sunset.,noisy,cafe,0,6867,data\noisy_wav\voice_10_s016_cafe_0db.wav
voice_10_s016_cafe_-5db,voice_10,s016,The movie started ten minutes after sunset.,noisy,cafe,-5,199871,data\noisy_wav\voice_10_s016_cafe_-5db.wav
voice_10_s016_cafe_-10db,voice_10,s016,The movie started ten minutes after sunset.,noisy,cafe,-10,160427,data\noisy_wav\voice_10_s016_cafe_-10db.wav
voice_10_s016_traffic_20db,voice_10,s016,The movie started ten minutes after sunset.,noisy,traffic,20,5175322,data\noisy_wav\voice_10_s016_traffic_20db.wav
voice_10_s016_traffic_10db,voice_10,s016,The movie started ten minutes after sunset.,noisy,traffic,10,2238605,data\noisy_wav\voice_10_s016_traffic_10db.wav
voice_10_s016_traffic_5db,voice_10,s016,The movie started ten minutes after sunset.,noisy,traffic,5,5080178,data\noisy_wav\voice_10_s016_traffic_5db.wav
voice_10_s016_traffic_0db,voice_10,s016,The movie started ten minutes after sunset.,noisy,traffic,0,4756702,data\noisy_wav\voice_10_s016_traffic_0db.wav
voice_10_s016_traffic_-5db,voice_10,s016,The movie started ten minutes after sunset.,noisy,traffic,-5,5136864,data\noisy_wav\voice_10_s016_traffic_-5db.wav
voice_10_s016_traffic_-10db,voice_10,s016,The movie started ten minutes after sunset.,noisy,traffic,-10,1937024,data\noisy_wav\voice_10_s016_traffic_-10db.wav
voice_10_s016_fan_20db,voice_10,s016,The movie started ten minutes after sunset.,noisy,fan,20,625329,data\noisy_wav\voice_10_s016_fan_20db.wav
voice_10_s016_fan_10db,voice_10,s016,The movie started ten minutes after sunset.,noisy,fan,10,243461,data\noisy_wav\voice_10_s016_fan_10db.wav
voice_10_s016_fan_5db,voice_10,s016,The movie started ten minutes after sunset.,noisy,fan,5,242129,data\noisy_wav\voice_10_s016_fan_5db.wav
voice_10_s016_fan_0db,voice_10,s016,The movie started ten minutes after sunset.,noisy,fan,0,720767,data\noisy_wav\voice_10_s016_fan_0db.wav
voice_10_s016_fan_-5db,voice_10,s016,The movie started ten minutes after sunset.,noisy,fan,-5,27351,data\noisy_wav\voice_10_s016_fan_-5db.wav
voice_10_s016_fan_-10db,voice_10,s016,The movie started ten minutes after sunset.,noisy,fan,-10,376712,data\noisy_wav\voice_10_s016_fan_-10db.wav
voice_10_s017_cafe_20db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,cafe,20,20834,data\noisy_wav\voice_10_s017_cafe_20db.wav
voice_10_s017_cafe_10db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,cafe,10,180392,data\noisy_wav\voice_10_s017_cafe_10db.wav
voice_10_s017_cafe_5db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,cafe,5,204426,data\noisy_wav\voice_10_s017_cafe_5db.wav
voice_10_s017_cafe_0db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,cafe,0,124938,data\noisy_wav\voice_10_s017_cafe_0db.wav
voice_10_s017_cafe_-5db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,cafe,-5,35150,data\noisy_wav\voice_10_s017_cafe_-5db.wav
voice_10_s017_cafe_-10db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,cafe,-10,131681,data\noisy_wav\voice_10_s017_cafe_-10db.wav
voice_10_s017_traffic_20db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,traffic,20,7097921,data\noisy_wav\voice_10_s017_traffic_20db.wav
voice_10_s017_traffic_10db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,traffic,10,5072689,data\noisy_wav\voice_10_s017_traffic_10db.wav
voice_10_s017_traffic_5db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,traffic,5,3932273,data\noisy_wav\voice_10_s017_traffic_5db.wav
voice_10_s017_traffic_0db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,traffic,0,5972849,data\noisy_wav\voice_10_s017_traffic_0db.wav
voice_10_s017_traffic_-5db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,traffic,-5,5448975,data\noisy_wav\voice_10_s017_traffic_-5db.wav
voice_10_s017_traffic_-10db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,traffic,-10,3136998,data\noisy_wav\voice_10_s017_traffic_-10db.wav
voice_10_s017_fan_20db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,fan,20,192913,data\noisy_wav\voice_10_s017_fan_20db.wav
voice_10_s017_fan_10db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,fan,10,406281,data\noisy_wav\voice_10_s017_fan_10db.wav
voice_10_s017_fan_5db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,fan,5,515318,data\noisy_wav\voice_10_s017_fan_5db.wav
voice_10_s017_fan_0db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,fan,0,496864,data\noisy_wav\voice_10_s017_fan_0db.wav
voice_10_s017_fan_-5db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,fan,-5,144192,data\noisy_wav\voice_10_s017_fan_-5db.wav
voice_10_s017_fan_-10db,voice_10,s017,Please leave the receipt on the kitchen counter.,noisy,fan,-10,171742,data\noisy_wav\voice_10_s017_fan_-10db.wav
voice_10_s018_cafe_20db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,cafe,20,50661,data\noisy_wav\voice_10_s018_cafe_20db.wav
voice_10_s018_cafe_10db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,cafe,10,59316,data\noisy_wav\voice_10_s018_cafe_10db.wav
voice_10_s018_cafe_5db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,cafe,5,8448,data\noisy_wav\voice_10_s018_cafe_5db.wav
voice_10_s018_cafe_0db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,cafe,0,107109,data\noisy_wav\voice_10_s018_cafe_0db.wav
voice_10_s018_cafe_-5db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,cafe,-5,200419,data\noisy_wav\voice_10_s018_cafe_-5db.wav
voice_10_s018_cafe_-10db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,cafe,-10,3935,data\noisy_wav\voice_10_s018_cafe_-10db.wav
voice_10_s018_traffic_20db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,traffic,20,7763112,data\noisy_wav\voice_10_s018_traffic_20db.wav
voice_10_s018_traffic_10db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,traffic,10,2263738,data\noisy_wav\voice_10_s018_traffic_10db.wav
voice_10_s018_traffic_5db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,traffic,5,7970838,data\noisy_wav\voice_10_s018_traffic_5db.wav
voice_10_s018_traffic_0db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,traffic,0,3464864,data\noisy_wav\voice_10_s018_traffic_0db.wav
voice_10_s018_traffic_-5db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,traffic,-5,1866920,data\noisy_wav\voice_10_s018_traffic_-5db.wav
voice_10_s018_traffic_-10db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,traffic,-10,6227422,data\noisy_wav\voice_10_s018_traffic_-10db.wav
voice_10_s018_fan_20db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,fan,20,703950,data\noisy_wav\voice_10_s018_fan_20db.wav
voice_10_s018_fan_10db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,fan,10,212686,data\noisy_wav\voice_10_s018_fan_10db.wav
voice_10_s018_fan_5db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,fan,5,794586,data\noisy_wav\voice_10_s018_fan_5db.wav
voice_10_s018_fan_0db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,fan,0,214498,data\noisy_wav\voice_10_s018_fan_0db.wav
voice_10_s018_fan_-5db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,fan,-5,69348,data\noisy_wav\voice_10_s018_fan_-5db.wav
voice_10_s018_fan_-10db,voice_10,s018,The dog barked loudly at the mail truck.,noisy,fan,-10,185679,data\noisy_wav\voice_10_s018_fan_-10db.wav
voice_10_s019_cafe_20db,voice_10,s019,They walked through the park after dinner.,noisy,cafe,20,115155,data\noisy_wav\voice_10_s019_cafe_20db.wav
voice_10_s019_cafe_10db,voice_10,s019,They walked through the park after dinner.,noisy,cafe,10,227312,data\noisy_wav\voice_10_s019_cafe_10db.wav
voice_10_s019_cafe_5db,voice_10,s019,They walked through the park after dinner.,noisy,cafe,5,161758,data\noisy_wav\voice_10_s019_cafe_5db.wav
voice_10_s019_cafe_0db,voice_10,s019,They walked through the park after dinner.,noisy,cafe,0,128435,data\noisy_wav\voice_10_s019_cafe_0db.wav
voice_10_s019_cafe_-5db,voice_10,s019,They walked through the park after dinner.,noisy,cafe,-5,180319,data\noisy_wav\voice_10_s019_cafe_-5db.wav
voice_10_s019_cafe_-10db,voice_10,s019,They walked through the park after dinner.,noisy,cafe,-10,85169,data\noisy_wav\voice_10_s019_cafe_-10db.wav
voice_10_s019_traffic_20db,voice_10,s019,They walked through the park after dinner.,noisy,traffic,20,7271034,data\noisy_wav\voice_10_s019_traffic_20db.wav
voice_10_s019_traffic_10db,voice_10,s019,They walked through the park after dinner.,noisy,traffic,10,3838165,data\noisy_wav\voice_10_s019_traffic_10db.wav
voice_10_s019_traffic_5db,voice_10,s019,They walked through the park after dinner.,noisy,traffic,5,7445618,data\noisy_wav\voice_10_s019_traffic_5db.wav
voice_10_s019_traffic_0db,voice_10,s019,They walked through the park after dinner.,noisy,traffic,0,2070172,data\noisy_wav\voice_10_s019_traffic_0db.wav
voice_10_s019_traffic_-5db,voice_10,s019,They walked through the park after dinner.,noisy,traffic,-5,3586597,data\noisy_wav\voice_10_s019_traffic_-5db.wav
voice_10_s019_traffic_-10db,voice_10,s019,They walked through the park after dinner.,noisy,traffic,-10,3396268,data\noisy_wav\voice_10_s019_traffic_-10db.wav
voice_10_s019_fan_20db,voice_10,s019,They walked through the park after dinner.,noisy,fan,20,813920,data\noisy_wav\voice_10_s019_fan_20db.wav
voice_10_s019_fan_10db,voice_10,s019,They walked through the park after dinner.,noisy,fan,10,43858,data\noisy_wav\voice_10_s019_fan_10db.wav
voice_10_s019_fan_5db,voice_10,s019,They walked through the park after dinner.,noisy,fan,5,637460,data\noisy_wav\voice_10_s019_fan_5db.wav
voice_10_s019_fan_0db,voice_10,s019,They walked through the park after dinner.,noisy,fan,0,771051,data\noisy_wav\voice_10_s019_fan_0db.wav
voice_10_s019_fan_-5db,voice_10,s019,They walked through the park after dinner.,noisy,fan,-5,398851,data\noisy_wav\voice_10_s019_fan_-5db.wav
voice_10_s019_fan_-10db,voice_10,s019,They walked through the park after dinner.,noisy,fan,-10,755185,data\noisy_wav\voice_10_s019_fan_-10db.wav
voice_10_s020_cafe_20db,voice_10,s020,The phone rang twice before I answered.,noisy,cafe,20,82024,data\noisy_wav\voice_10_s020_cafe_20db.wav
voice_10_s020_cafe_10db,voice_10,s020,The phone rang twice before I answered.,noisy,cafe,10,103324,data\noisy_wav\voice_10_s020_cafe_10db.wav
voice_10_s020_cafe_5db,voice_10,s020,The phone rang twice before I answered.,noisy,cafe,5,160302,data\noisy_wav\voice_10_s020_cafe_5db.wav
voice_10_s020_cafe_0db,voice_10,s020,The phone rang twice before I answered.,noisy,cafe,0,194633,data\noisy_wav\voice_10_s020_cafe_0db.wav
voice_10_s020_cafe_-5db,voice_10,s020,The phone rang twice before I answered.,noisy,cafe,-5,149929,data\noisy_wav\voice_10_s020_cafe_-5db.wav
voice_10_s020_cafe_-10db,voice_10,s020,The phone rang twice before I answered.,noisy,cafe,-10,155662,data\noisy_wav\voice_10_s020_cafe_-10db.wav
voice_10_s020_traffic_20db,voice_10,s020,The phone rang twice before I answered.,noisy,traffic,20,4497630,data\noisy_wav\voice_10_s020_traffic_20db.wav
voice_10_s020_traffic_10db,voice_10,s020,The phone rang twice before I answered.,noisy,traffic,10,4405953,data\noisy_wav\voice_10_s020_traffic_10db.wav
voice_10_s020_traffic_5db,voice_10,s020,The phone rang twice before I answered.,noisy,traffic,5,5380401,data\noisy_wav\voice_10_s020_traffic_5db.wav
voice_10_s020_traffic_0db,voice_10,s020,The phone rang twice before I answered.,noisy,traffic,0,7346600,data\noisy_wav\voice_10_s020_traffic_0db.wav
voice_10_s020_traffic_-5db,voice_10,s020,The phone rang twice before I answered.,noisy,traffic,-5,5906524,data\noisy_wav\voice_10_s020_traffic_-5db.wav
voice_10_s020_traffic_-10db,voice_10,s020,The phone rang twice before I answered.,noisy,traffic,-10,6601162,data\noisy_wav\voice_10_s020_traffic_-10db.wav
voice_10_s020_fan_20db,voice_10,s020,The phone rang twice before I answered.,noisy,fan,20,40382,data\noisy_wav\voice_10_s020_fan_20db.wav
voice_10_s020_fan_10db,voice_10,s020,The phone rang twice before I answered.,noisy,fan,10,545940,data\noisy_wav\voice_10_s020_fan_10db.wav
voice_10_s020_fan_5db,voice_10,s020,The phone rang twice before I answered.,noisy,fan,5,114626,data\noisy_wav\voice_10_s020_fan_5db.wav
voice_10_s020_fan_0db,voice_10,s020,The phone rang twice before I answered.,noisy,fan,0,473546,data\noisy_wav\voice_10_s020_fan_0db.wav
voice_10_s020_fan_-5db,voice_10,s020,The phone rang twice before I answered.,noisy,fan,-5,479094,data\noisy_wav\voice_10_s020_fan_-5db.wav
voice_10_s020_fan_-10db,voice_10,s020,The phone rang twice before I answered.,noisy,fan,-10,44476,data\noisy_wav\voice_10_s020_fan_-10db.wav
voice_10_s021_cafe_20db,voice_10,s021,She opened the window to let in fresh air.,noisy,cafe,20,64414,data\noisy_wav\voice_10_s021_cafe_20db.wav
voice_10_s021_cafe_10db,voice_10,s021,She opened the window to let in fresh air.,noisy,cafe,10,135974,data\noisy_wav\voice_10_s021_cafe_10db.wav
voice_10_s021_cafe_5db,voice_10,s021,She opened the window to let in fresh air.,noisy,cafe,5,140999,data\noisy_wav\voice_10_s021_cafe_5db.wav
voice_10_s021_cafe_0db,voice_10,s021,She opened the window to let in fresh air.,noisy,cafe,0,103707,data\noisy_wav\voice_10_s021_cafe_0db.wav
voice_10_s021_cafe_-5db,voice_10,s021,She opened the window to let in fresh air.,noisy,cafe,-5,192720,data\noisy_wav\voice_10_s021_cafe_-5db.wav
voice_10_s021_cafe_-10db,voice_10,s021,She opened the window to let in fresh air.,noisy,cafe,-10,10289,data\noisy_wav\voice_10_s021_cafe_-10db.wav
voice_10_s021_traffic_20db,voice_10,s021,She opened the window to let in fresh air.,noisy,traffic,20,4678334,data\noisy_wav\voice_10_s021_traffic_20db.wav
voice_10_s021_traffic_10db,voice_10,s021,She opened the window to let in fresh air.,noisy,traffic,10,3249728,data\noisy_wav\voice_10_s021_traffic_10db.wav
voice_10_s021_traffic_5db,voice_10,s021,She opened the window to let in fresh air.,noisy,traffic,5,4329584,data\noisy_wav\voice_10_s021_traffic_5db.wav
voice_10_s021_traffic_0db,voice_10,s021,She opened the window to let in fresh air.,noisy,traffic,0,6418626,data\noisy_wav\voice_10_s021_traffic_0db.wav
voice_10_s021_traffic_-5db,voice_10,s021,She opened the window to let in fresh air.,noisy,traffic,-5,5290263,data\noisy_wav\voice_10_s021_traffic_-5db.wav
voice_10_s021_traffic_-10db,voice_10,s021,She opened the window to let in fresh air.,noisy,traffic,-10,8074809,data\noisy_wav\voice_10_s021_traffic_-10db.wav
voice_10_s021_fan_20db,voice_10,s021,She opened the window to let in fresh air.,noisy,fan,20,51690,data\noisy_wav\voice_10_s021_fan_20db.wav
voice_10_s021_fan_10db,voice_10,s021,She opened the window to let in fresh air.,noisy,fan,10,199072,data\noisy_wav\voice_10_s021_fan_10db.wav
voice_10_s021_fan_5db,voice_10,s021,She opened the window to let in fresh air.,noisy,fan,5,305323,data\noisy_wav\voice_10_s021_fan_5db.wav
voice_10_s021_fan_0db,voice_10,s021,She opened the window to let in fresh air.,noisy,fan,0,460905,data\noisy_wav\voice_10_s021_fan_0db.wav
voice_10_s021_fan_-5db,voice_10,s021,She opened the window to let in fresh air.,noisy,fan,-5,417375,data\noisy_wav\voice_10_s021_fan_-5db.wav
voice_10_s021_fan_-10db,voice_10,s021,She opened the window to let in fresh air.,noisy,fan,-10,319348,data\noisy_wav\voice_10_s021_fan_-10db.wav
voice_10_s022_cafe_20db,voice_10,s022,The meeting was moved to a larger room.,noisy,cafe,20,202814,data\noisy_wav\voice_10_s022_cafe_20db.wav
voice_10_s022_cafe_10db,voice_10,s022,The meeting was moved to a larger room.,noisy,cafe,10,216955,data\noisy_wav\voice_10_s022_cafe_10db.wav
voice_10_s022_cafe_5db,voice_10,s022,The meeting was moved to a larger room.,noisy,cafe,5,74950,data\noisy_wav\voice_10_s022_cafe_5db.wav
voice_10_s022_cafe_0db,voice_10,s022,The meeting was moved to a larger room.,noisy,cafe,0,120939,data\noisy_wav\voice_10_s022_cafe_0db.wav
voice_10_s022_cafe_-5db,voice_10,s022,The meeting was moved to a larger room.,noisy,cafe,-5,43643,data\noisy_wav\voice_10_s022_cafe_-5db.wav
voice_10_s022_cafe_-10db,voice_10,s022,The meeting was moved to a larger room.,noisy,cafe,-10,110745,data\noisy_wav\voice_10_s022_cafe_-10db.wav
voice_10_s022_traffic_20db,voice_10,s022,The meeting was moved to a larger room.,noisy,traffic,20,2469771,data\noisy_wav\voice_10_s022_traffic_20db.wav
voice_10_s022_traffic_10db,voice_10,s022,The meeting was moved to a larger room.,noisy,traffic,10,5143343,data\noisy_wav\voice_10_s022_traffic_10db.wav
voice_10_s022_traffic_5db,voice_10,s022,The meeting was moved to a larger room.,noisy,traffic,5,7709406,data\noisy_wav\voice_10_s022_traffic_5db.wav
voice_10_s022_traffic_0db,voice_10,s022,The meeting was moved to a larger room.,noisy,traffic,0,457570,data\noisy_wav\voice_10_s022_traffic_0db.wav
voice_10_s022_traffic_-5db,voice_10,s022,The meeting was moved to a larger room.,noisy,traffic,-5,5787744,data\noisy_wav\voice_10_s022_traffic_-5db.wav
voice_10_s022_traffic_-10db,voice_10,s022,The meeting was moved to a larger room.,noisy,traffic,-10,4336655,data\noisy_wav\voice_10_s022_traffic_-10db.wav
voice_10_s022_fan_20db,voice_10,s022,The meeting was moved to a larger room.,noisy,fan,20,149149,data\noisy_wav\voice_10_s022_fan_20db.wav
voice_10_s022_fan_10db,voice_10,s022,The meeting was moved to a larger room.,noisy,fan,10,486097,data\noisy_wav\voice_10_s022_fan_10db.wav
voice_10_s022_fan_5db,voice_10,s022,The meeting was moved to a larger room.,noisy,fan,5,677486,data\noisy_wav\voice_10_s022_fan_5db.wav
voice_10_s022_fan_0db,voice_10,s022,The meeting was moved to a larger room.,noisy,fan,0,473639,data\noisy_wav\voice_10_s022_fan_0db.wav
voice_10_s022_fan_-5db,voice_10,s022,The meeting was moved to a larger room.,noisy,fan,-5,94834,data\noisy_wav\voice_10_s022_fan_-5db.wav
voice_10_s022_fan_-10db,voice_10,s022,The meeting was moved to a larger room.,noisy,fan,-10,757750,data\noisy_wav\voice_10_s022_fan_-10db.wav
voice_10_s023_cafe_20db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,cafe,20,131244,data\noisy_wav\voice_10_s023_cafe_20db.wav
voice_10_s023_cafe_10db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,cafe,10,29667,data\noisy_wav\voice_10_s023_cafe_10db.wav
voice_10_s023_cafe_5db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,cafe,5,47125,data\noisy_wav\voice_10_s023_cafe_5db.wav
voice_10_s023_cafe_0db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,cafe,0,204139,data\noisy_wav\voice_10_s023_cafe_0db.wav
voice_10_s023_cafe_-5db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,cafe,-5,153471,data\noisy_wav\voice_10_s023_cafe_-5db.wav
voice_10_s023_cafe_-10db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,cafe,-10,182482,data\noisy_wav\voice_10_s023_cafe_-10db.wav
voice_10_s023_traffic_20db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,traffic,20,4583595,data\noisy_wav\voice_10_s023_traffic_20db.wav
voice_10_s023_traffic_10db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,traffic,10,1135034,data\noisy_wav\voice_10_s023_traffic_10db.wav
voice_10_s023_traffic_5db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,traffic,5,3297282,data\noisy_wav\voice_10_s023_traffic_5db.wav
voice_10_s023_traffic_0db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,traffic,0,3469186,data\noisy_wav\voice_10_s023_traffic_0db.wav
voice_10_s023_traffic_-5db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,traffic,-5,2713386,data\noisy_wav\voice_10_s023_traffic_-5db.wav
voice_10_s023_traffic_-10db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,traffic,-10,3782304,data\noisy_wav\voice_10_s023_traffic_-10db.wav
voice_10_s023_fan_20db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,fan,20,26122,data\noisy_wav\voice_10_s023_fan_20db.wav
voice_10_s023_fan_10db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,fan,10,187567,data\noisy_wav\voice_10_s023_fan_10db.wav
voice_10_s023_fan_5db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,fan,5,475718,data\noisy_wav\voice_10_s023_fan_5db.wav
voice_10_s023_fan_0db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,fan,0,618990,data\noisy_wav\voice_10_s023_fan_0db.wav
voice_10_s023_fan_-5db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,fan,-5,747251,data\noisy_wav\voice_10_s023_fan_-5db.wav
voice_10_s023_fan_-10db,voice_10,s023,He forgot to charge his laptop overnight.,noisy,fan,-10,211741,data\noisy_wav\voice_10_s023_fan_-10db.wav
voice_10_s024_cafe_20db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,cafe,20,119192,data\noisy_wav\voice_10_s024_cafe_20db.wav
voice_10_s024_cafe_10db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,cafe,10,23640,data\noisy_wav\voice_10_s024_cafe_10db.wav
voice_10_s024_cafe_5db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,cafe,5,65557,data\noisy_wav\voice_10_s024_cafe_5db.wav
voice_10_s024_cafe_0db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,cafe,0,84954,data\noisy_wav\voice_10_s024_cafe_0db.wav
voice_10_s024_cafe_-5db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,cafe,-5,181329,data\noisy_wav\voice_10_s024_cafe_-5db.wav
voice_10_s024_cafe_-10db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,cafe,-10,170020,data\noisy_wav\voice_10_s024_cafe_-10db.wav
voice_10_s024_traffic_20db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,traffic,20,7609830,data\noisy_wav\voice_10_s024_traffic_20db.wav
voice_10_s024_traffic_10db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,traffic,10,5968240,data\noisy_wav\voice_10_s024_traffic_10db.wav
voice_10_s024_traffic_5db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,traffic,5,6681410,data\noisy_wav\voice_10_s024_traffic_5db.wav
voice_10_s024_traffic_0db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,traffic,0,1375681,data\noisy_wav\voice_10_s024_traffic_0db.wav
voice_10_s024_traffic_-5db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,traffic,-5,6026163,data\noisy_wav\voice_10_s024_traffic_-5db.wav
voice_10_s024_traffic_-10db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,traffic,-10,6151050,data\noisy_wav\voice_10_s024_traffic_-10db.wav
voice_10_s024_fan_20db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,fan,20,129545,data\noisy_wav\voice_10_s024_fan_20db.wav
voice_10_s024_fan_10db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,fan,10,95620,data\noisy_wav\voice_10_s024_fan_10db.wav
voice_10_s024_fan_5db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,fan,5,119710,data\noisy_wav\voice_10_s024_fan_5db.wav
voice_10_s024_fan_0db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,fan,0,740532,data\noisy_wav\voice_10_s024_fan_0db.wav
voice_10_s024_fan_-5db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,fan,-5,471228,data\noisy_wav\voice_10_s024_fan_-5db.wav
voice_10_s024_fan_-10db,voice_10,s024,The red bicycle leaned against the brick wall.,noisy,fan,-10,664873,data\noisy_wav\voice_10_s024_fan_-10db.wav
voice_10_s025_cafe_20db,voice_10,s025,We heard music coming from the upstairs apartment.,noisy,cafe,20,95143,data\noisy_wav\voice_10_s025_cafe_20db.wav
voice_10_s025_cafe_10db,voice_10,s025,We heard music coming from the upstairs apartment.,noisy,cafe,10,22362,data\noisy_wav\voice_10_s025_cafe_10db.wav
voice_10_s025_cafe_5db,voice_10,s025,We heard music coming from the upstairs apartment.,noisy,cafe,5,137315,data\noisy_wav\voice_10_s025_cafe_5db.wav
voice_10_s025_cafe_0db,voice_10,s025,We heard music coming from the upstairs apartment.,noisy,cafe,0,185408,data\noisy_wav\voice_10_s025_cafe_0db.wav
voice_10_s025_cafe_-5db,voice_10,s025,We heard music coming from the upstairs apartment.,noisy,cafe,-5,100686,data\noisy_wav\voice_10_s025_cafe_-5db.wav
voice_10_s025_cafe_-10db,voice_10,s025,We heard music coming from the upstairs apartment.,noisy,cafe,-10,190545,data\noisy_wav\voice_10_s025_cafe_-10db.wav
voice_10_s025_traffic_20db,voice_10,s025,We heard music coming from the upstairs apartment.,noisy,traffic,20,6635947,data\noisy_wav\voice_10_s025_traffic_20db.wav
